"","LAESTAB","Ofstedphase","Easting","Northing","Academy","DistrictAdministrativecode","LSOAcode","LACode","IDACI","num_pupils","bad_out_chance","good_out_chance","URN","Schoolname","Typeofeducation","Region","Localauthority","Publicationdate","Overalleffectiveness","Previouspublicationdate","Previousfullinspectionoveralleffectiveness","daysbetween"
"193",9373584,"Primary",436298,291307,"1","E07000219","E01031119",937,"3",537,0.225133458646617,0.774866541353384,141823,"Our Lady & St. Joseph Catholic Academy","Academy Converter","West Midlands","Warwickshire",2014-10-06,1,2010-04-19,2,1631
"194",9374803,"Secondary",435344,291162,"1","E07000219","E01031059",937,"3",1018,0.387257936507936,0.612742063492064,141836,"St Thomas More Catholic School and Sixth Form College","Academy Converter","West Midlands","Warwickshire",2012-10-22,2,2009-03-19,1,1313
"195",9375207,"Primary",428039,266285,"1","E07000222","E01031312",937,"2",432,0.131085839598997,0.868914160401002,141855,"Woodloes Primary School","Academy Converter","West Midlands","Warwickshire",2019-04-10,2,2014-06-16,2,1759
"196",9372039,"Primary",436764,287283,"1","E07000219","E01031095",937,"4",455,0.300806476045056,0.699193523954944,142021,"St Michael's Church of England Academy","Academy Sponsor Led","West Midlands","Warwickshire",2018-07-02,2,2014-03-28,4,1557
"197",9372041,"Primary",448918,275118,"1","E07000220","E01031168",937,"4",221,0.363978094010009,0.636021905989991,142022,"St Oswald's CofE Academy","Academy Sponsor Led","West Midlands","Warwickshire",2018-09-10,3,2014-06-25,4,1538
"198",9373180,"Primary",445270,267033,"1","E07000220","E01031166",937,"1",35,0.317383501716787,0.682616498283212,142149,"Leamington Hastings Church of England Academy","Academy Converter","West Midlands","Warwickshire",2014-12-19,2,2010-06-17,2,1646
"199",9374237,"Secondary",432144,268053,"1","E07000222","E01031278",937,"1",1460,0.277858387885827,0.722141612114173,142202,"North Leamington School","Academy Converter","West Midlands","Warwickshire",2014-03-10,2,2011-04-01,2,1074
"200",9372042,"Primary",419789,254613,"1","E07000221","E01031234",937,"1",217,0.201752093383748,0.798247906616252,142581,"Stratford-Upon-Avon Primary School","Academy Sponsor Led","West Midlands","Warwickshire",2019-01-10,1,2015-05-14,4,1337
"201",9372049,"Primary",443674,263702,"1","E07000221","E01031223",937,"1",99,0.225437595284039,0.774562404715961,143497,"Stockton Primary School","Academy Converter","West Midlands","Warwickshire",2016-12-14,2,2014-12-17,3,728
"202",9373508,"Primary",415507,265879,"1","E07000221","E01031203",937,"2",95,0.222129490392648,0.777870509607352,143631,"St Mary's Catholic Primary School","Academy Converter","West Midlands","Warwickshire",2013-01-10,2,2011-02-11,3,699
"203",9373500,"Primary",409006,258008,"1","E07000221","E01031185",937,"2",105,0.182871553884712,0.817128446115288,143632,"Our Lady's Catholic Primary School","Academy Converter","West Midlands","Warwickshire",2020-03-08,3,2014-05-06,2,2133
"204",9373506,"Primary",420311,255354,"1","E07000221","E01031229",937,"2",198,0.185982664995823,0.814017335004177,143633,"St Gregory's Catholic Primary School","Academy Converter","West Midlands","Warwickshire",2014-09-19,2,2011-06-13,2,1194
"205",9374730,"Secondary",409229,257717,"1","E07000221","E01031186",937,"1",767,0.328595238095238,0.671404761904762,143634,"St Benedict's Catholic High School","Academy Converter","West Midlands","Warwickshire",2020-06-10,3,2012-12-12,1,2737
"206",9374114,"Secondary",441444,262297,"1","E07000221","E01031220",937,"1",1702,0.208039209201264,0.791960790798737,143905,"Southam College","Academy Converter","West Midlands","Warwickshire",2014-05-01,1,2011-02-09,1,1177
"207",9372624,"Primary",441629,262127,"1","E07000221","E01031221",937,"2",308,0.180220760233918,0.819779239766082,143906,"Southam Primary School","Academy Converter","West Midlands","Warwickshire",2014-06-13,2,2013-02-27,3,471
"208",9372014,"Primary",439103,257804,"1","E07000221","E01031200",937,"1",162,0.243215373061817,0.756784626938183,144242,"Bishops Itchington Primary School","Academy Converter","West Midlands","Warwickshire",2015-01-08,2,2010-06-08,2,1675
"209",9377005,"Special",415108,265312,"1","E07000221","E01031203",937,"2",27,0.385884920634921,0.614115079365079,144633,"Arden Fields","Academy Special Sponsor Led","West Midlands","Warwickshire",2015-07-14,4,2013-12-20,3,571
"210",9374012,"Secondary",421569,296546,"1","E07000218","E01031033",937,"2",718,0.410619047619048,0.589380952380952,145019,"Kingsbury School - A Specialist Science and Mathematics Academy","Academy Sponsor Led","West Midlands","Warwickshire",2019-06-03,2,2013-11-29,3,2012
"211",9377023,"Special",449494,273918,"1","E07000220","E01031175",937,"2",202,0.188155483405483,0.811844516594517,145200,"Brooke School","Academy Special Converter","West Midlands","Warwickshire",2013-11-14,2,2011-02-10,2,1008
"212",9377047,"Special",420259,287704,"1","E07000218","E01031022",937,"3",204,0.214048340548341,0.78595165945166,145224,"Woodlands","Academy Special Converter","West Midlands","Warwickshire",2013-03-15,2,2010-01-14,2,1156
"213",9373143,"Primary",426728,275360,"1","E07000222","E01031254",937,"1",105,0.202937595284039,0.797062404715961,145391,"Burton Green Church of England Academy","Academy Converter","West Midlands","Warwickshire",2014-03-18,2,2009-07-08,2,1714
"214",9373588,"Primary",428966,268833,"1","E07000222","E01031284",937,"1",141,0.192604261950706,0.807395738049294,145392,"All Saints Church of England Academy","Academy Converter","West Midlands","Warwickshire",2015-04-15,2,2007-11-22,1,2701
"215",9373597,"Primary",450164,273902,"1","E07000220","E01031146",937,"4",221,0.363978094010009,0.636021905989991,145393,"Rokeby Primary School","Academy Converter","West Midlands","Warwickshire",2017-06-12,3,2015-05-22,3,752
"216",9372057,"Primary",407196,251515,"1","E07000221","E01031189",937,"3",43,0.381454873409419,0.618545126590581,145415,"Salford Priors CofE Academy","Academy Sponsor Led","West Midlands","Warwickshire",2016-11-09,4,2014-04-24,2,930
"217",9377044,"Special",420155,256147,"1","E07000221","E01031228",937,"1",181,0.215599927849928,0.784400072150072,145486,"Welcombe Hills School","Academy Special Converter","West Midlands","Warwickshire",2013-07-11,2,2010-06-08,2,1129
"218",9374014,"Secondary",447965,273993,"1","E07000220","E01032895",937,"2",951,0.352792735042735,0.647207264957265,145575,"Bilton School","Academy Sponsor Led","West Midlands","Warwickshire",2019-12-01,4,2016-03-10,4,1361
"219",9373021,"Primary",407949,260256,"1","E07000221","E01031213",937,"2",161,0.213796157059315,0.786203842940685,145711,"Coughton CofE Primary School","Academy Converter","West Midlands","Warwickshire",2015-06-01,2,2013-05-03,3,759
"220",9373066,"Primary",412298,254793,"1","E07000221","E01031188",937,"2",108,0.195077903091061,0.804922096908939,145712,"Temple Grafton CofE Primary School","Academy Converter","West Midlands","Warwickshire",2012-01-09,1,2007-02-26,2,1778
"221",9373211,"Primary",442046,264950,"1","E07000221","E01031211",937,"2",184,0.170804093567251,0.829195906432749,146149,"Long Itchington CofE Academy","Academy Converter","West Midlands","Warwickshire",2014-02-25,2,2011-02-18,2,1103
"222",9373585,"Primary",441928,262229,"1","E07000221","E01031220",937,"2",177,0.17244298245614,0.82755701754386,146151,"Southam St James CofE Academy","Academy Converter","West Midlands","Warwickshire",2016-10-12,3,2012-07-02,2,1563
"223",9373586,"Primary",419966,288539,"1","E07000218","E01031021",937,"3",389,0.222554815067973,0.777445184932027,146171,"Coleshill Church of England Primary School","Academy Converter","West Midlands","Warwickshire",2015-05-18,2,2013-05-10,3,738
"224",9372065,"Primary",431632,285206,"1","E07000219","E01031077",937,"4",133,0.394962809917356,0.605037190082645,146199,"Keresley Newland Primary Academy","Academy Sponsor Led","West Midlands","Warwickshire",2018-03-20,4,2014-01-21,3,1519
"225",9372502,"Primary",418151,292786,"1","E07000218","E01031023",937,"2",115,0.174288220551378,0.825711779448622,146457,"Curdworth Primary School","Academy Converter","West Midlands","Warwickshire",2011-11-23,2,2009-07-02,2,874
"226",9372610,"Primary",438208,252080,"1","E07000221","E01031194",937,"1",77,0.227770928617372,0.772229071382628,146691,"Temple Herdewyke Primary School","Academy Converter","West Midlands","Warwickshire",2013-03-08,2,2008-03-03,2,1831
"227",9374236,"Secondary",430077,272092,"1","E07000222","E01031298",937,"1",1820,0.208555082217137,0.791444917782864,146697,"Kenilworth School and Sixth Form","Academy Converter","West Midlands","Warwickshire",2013-03-01,1,2008-03-13,2,1814
"228",9374110,"Secondary",434146,251039,"1","E07000221","E01031205",937,"1",884,0.314573412698413,0.685426587301587,147432,"Kineton High School","Academy Converter","West Midlands","Warwickshire",2011-10-20,2,2008-10-10,3,1105
